sentiment ,description
2,"3 -1 2 The Best [proper noun] ![+1 punctuation mood emphasis] [sentence: 2,-1] Better than the rest .[sentence: 1,-1] Do everything it says .[sentence: 1,-1] Love[3] it ,nice[2] and easy .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Omg[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] App [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I LOVE[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] App [proper noun] ..[sentence: 3,-1] better from Instagram [proper noun] ..[sentence: 1,-1] love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wonderful[3] app .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this it easy to do :-) [1 emoticon] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] ....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Fine[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Thanks[2] for the app very nice[2] [+1 booster word] application [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] apps [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] you pics art [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Beautiful[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 IN LOVE[3] WITH THIS APP [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Woow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Niceee[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] AppI love[3] this app .[sentence: 3,-1] Its fun[2] ,and easy to use .[sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] ....!!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Exciting[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] aappppp [+0.6 spelling mood emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] !![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] software to edit photos [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It's awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 good[2] ..[sentence: 2,-1] very nice[2] [+1 booster word] aap ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] apps [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] It [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 COOL[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] :P [1 emoticon] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Takes great[3] photographs .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Perfect[2] ![+1 punctuation emphasis] [sentence: 3,-1] Best[2] photo editor I've ever downloaded ,I really recommend this app to everyone [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] ....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] App [proper noun] ?[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It's really good[2] [+1 booster word] .[sentence: 3,-1] .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Perfect[2] photo editing app ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Luv[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Woohooooo [+0.6 spelling mood emphasis] !!!![+1 punctuation emphasis] [sentence: 3,-1] The bestest app ever ![+1 punctuation mood emphasis] [sentence: 2,-1] What's it got you ask ?[sentence: 1,-1] What doesn't it have ,its the best[2] picture app out there ![+1 punctuation emphasis] [sentence: 3,-1] Thankyou to all that made it possible :) [1 emoticon] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app sooo [+0.6 spelling mood emphasis] much [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This is perfect[2] to do the designing according to us and I love[3] this app .....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Superb .....[sentence: 1,-1] apps very good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AwesomeI[3] am giving 5 star because this app has ability to get 5 star .[sentence: 3,-1] But we want some best[2] [+-1 booster word] love[3] qoutes ,stylish text and much more items free .[sentence: 3,-1] Please[2] make it free ..!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 very good[2] [+1 booster word] &lt [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Good[2] ,love[3] this app &superb .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Favorite[2] photo app to use ![+1 punctuation emphasis] [sentence: 3,-1] I love[3] that I can add words ,frames ,do collages ,actually edit the picture by cropping or fixing lighting ,etc .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] photo app ever ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 Always my favorite[2] appNever a complaint[-2] ,love[3] this app ![+1 punctuation emphasis] [sentence: 4,-2] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Verry good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Lovin[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This is awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 Love[3] it but ...[sentence: 3,-1] I really love[3] [+1 booster word] this app so bad[-2] ,but when I install it in the morning ,it will \'disappear \'.[sentence: 4,-2] Please[2] help [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its very nice[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 The best[2] !!!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesomeness[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Most wonderfull[3] but [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] picsart [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] I've used ...[sentence: 2,-1] This has to be my favorite[2] photo editing app I have eve used ,I have looked for good[2] photo editing apps and there is nothing that compares to this ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 ExcellentExcellent[3] app ,its very useful[2] [+1 booster word] me ...[sentence: 3,-1] I recommended it to all [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 excellant[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Besttt[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] yet ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very nice[2] [+1 booster word] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It works really good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 excellen[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Excelleny[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] it .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 pretty[3] cool[2] ,no update date ?[sentence: 3,-1] needs update ,need better tools to fix a picture ,when u r fixing a pic the settings button is in the way and cant see the bottom of pic in landscape ,more clip art ie more holidays ,more in each catagory .[sentence: 1,-1] would be nice[2] if all stickers ,frames ,ect .[sentence: 2,-1] were free .[sentence: 1,-1] 12 -31 -13 gallery is messed up ,not showing most recent ,it all mixed up and when i set it to date i have a group that says 1963 ?[sentence: 1,-1] 1 -11 -14 need st .[sentence: 1,-1] pats day added ,thanksgiving 2 /16 [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This is a very good[2] [+1 booster word] app to use [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] the effects [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"4 -2 2 AWESOMEIts[3] the best[2] drawing app EVER .[sentence: 3,-1] My only problem[-2] is ,you could add a paint bucket and when you turn your phone sideways ,on the brush section ,add an OK button on it .[sentence: 1,-2] Otherwise ,this app is SO AWESOME[3] !!![+1 punctuation emphasis] [sentence: 4,-1] 1 !1 [+1 punctuation mood emphasis] [sentence: 2,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wowww[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Good[2] app ever ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 It's a very nice[2] [+1 booster word] &smart[2] AAP I like[2] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] for editing photos [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 GreatUser[3] friendly[2] ,awesum experiance ....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] Application [proper noun] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] and fun[2] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Luv[3] it ...[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] photo editorI can make everything i want on this editor ,it depends on how creative you are ,very useful[2] [+1 booster word] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Amazing[3] ..[sentence: 3,-1] .[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Dis is an awesome[3] apps ....[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AMAZING[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] :[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I have taken many pics by it it is wonderful[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Beautiful[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Like[2] it ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Nice[2] !!![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 AwesomeThis[3] app is grt ,to explore ur creativity .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 very nice[2] [+1 booster word] editor ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Enjoy[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Best[2] photo editing app ![+1 punctuation emphasis] [sentence: 3,-1] This one is the best[2] photo editing app in the market .[sentence: 2,-1] :) [1 emoticon]But [proper noun] there are some things to improve[2] like[2] the fonts ,stickers and cliparts .[sentence: 2,-1] I am craving for new ,cute[2] stickers and cliparts .[sentence: 2,-1] :D [1 emoticon]I also want to try new fonts .[sentence: 2,-1] ^^,Great [proper noun] job .[sentence: 1,-1] Keep it up .[sentence: 1,-1] (Y )[sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] app ,works very very well .[sentence: 3,-1] Amazing[3] app that works perfectly[2] .[sentence: 3,-1] Great[3] stuff .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Super[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Sooooii [+0.6 spelling mood emphasis] great[3] .[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 luv[3] it ..[sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] ....[sentence: 3,-1] app [sentence: 1,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Its awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very good[2] [+1 booster word] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Good[2] App [proper noun] for editing !![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 I love[3] this app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 good[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Wow[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Very useful[2] [+1 booster word] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Great[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Awesome[3] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 cooooooolllll[2] [+0.6 spelling emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Love[3] it [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 Perfect[2] ![+1 punctuation emphasis] [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This is a really good[2] [+1 booster word] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
2,"3 -1 2 This is a awesome[3] app [sentence: 3,-1] [result: max + and - of any sentence][scale result = sum of pos and neg scores]"
